company_name,relationship_to_issuer,title_of_security,transaction_date,transaction_code,acquired_or_disposed,transaction_shares,transaction_price,shares_owned_after
AAPL,"SVP, GC and Secretary",Common Stock,08/05/2024,S,D,"97,600",206.42,"193,943"
AAPL,"SVP, GC and Secretary",Common Stock,08/05/2024,S,D,"2,400",207.05,"191,543"
AAPL,"SVP, GC and Secretary",Common Stock,08/07/2024,G,D,"4,500",0,"187,043"
AAPL,Principal Accounting Officer,Common Stock,08/09/2024,S,D,"5,178",216.5,"24,125(1)"
AAPL,Principal Accounting Officer,Common Stock,08/15/2024,S,D,"8,706",225,"15,419"
AAPL,Senior Vice President,Common Stock,10/01/2024,M,A,"127,282",,"263,854"
AAPL,Senior Vice President,Common Stock(3),10/01/2024,F,D,"66,263",226.21,"197,591"
AAPL,Senior Vice President,Common Stock(4),10/02/2024,S,D,"38,691",226.72,"158,900"
AAPL,Senior Vice President,Common Stock(4),10/02/2024,S,D,"22,328",227.13,"136,572"
AAPL,Chief Executive Officer,Common Stock,10/01/2024,M,A,"477,301",,"3,757,481"
AAPL,Chief Executive Officer,Common Stock(4),10/01/2024,F,D,"253,315",226.21,"3,504,166"
AAPL,Chief Executive Officer,Common Stock(5),10/02/2024,S,D,"109,741",223.75,"3,394,425"
AAPL,Chief Executive Officer,Common Stock(5),10/02/2024,S,D,"61,912",224.46,"3,332,513"
AAPL,Chief Executive Officer,Common Stock(5),10/02/2024,S,D,"45,140",225.86,"3,287,373"
AAPL,Chief Executive Officer,Common Stock(5),10/02/2024,S,D,"7,193",226.57,"3,280,180"
AAPL,"SVP, GC and Secretary",Common Stock,10/01/2024,M,A,"127,282",,"314,325"
AAPL,"SVP, GC and Secretary",Common Stock(3),10/01/2024,F,D,"66,263",226.21,"248,062"
AAPL,"SVP, GC and Secretary",Common Stock(4),10/02/2024,S,D,"5,850",223.79,"242,212"
AAPL,"SVP, GC and Secretary",Common Stock(4),10/02/2024,S,D,"6,454",224.59,"235,758"
AAPL,"SVP, GC and Secretary",Common Stock(4),10/02/2024,S,D,"7,550",225.87,"228,208"
AAPL,"SVP, GC and Secretary",Common Stock(4),10/02/2024,S,D,"38,170",226.82,"190,038"
AAPL,"SVP, GC and Secretary",Common Stock(4),10/02/2024,S,D,"2,995",227.24,"187,043"
AAPL,"Senior Vice President, CFO",Common Stock,10/01/2024,M,A,"127,282",,"235,070"
AAPL,"Senior Vice President, CFO",Common Stock(3),10/01/2024,F,D,"67,977",226.21,"167,093"
AAPL,COO,Common Stock,10/01/2024,M,A,"127,282",,"617,226"
AAPL,COO,Common Stock(4),10/01/2024,F,D,"67,552",226.21,"549,674"
AAPL,COO,Common Stock(5),10/02/2024,S,D,"51,674",226.8,"498,000"
AAPL,COO,Common Stock(5),10/02/2024,S,D,"8,056",227.22,"489,944"
AAPL,"Senior Vice President, CFO",Common Stock(1),10/04/2024,S,D,"59,305",226.52,"107,788"
AAPL,Principal Accounting Officer,Common Stock,10/15/2024,M,A,"8,115",,"23,534"
AAPL,Principal Accounting Officer,Common Stock(2),10/15/2024,F,D,"3,985",233.85,"19,549"
AAPL,"SVP, GC and Secretary",Common Stock,11/05/2024,G,D,"8,000",0,"179,043"
AAPL,Principal Accounting Officer,Common Stock,11/18/2024,S,D,"4,130",228.87,"15,419"
AAPL,,Common Stock,11/15/2024,S,D,"75,000",224.68,"4,284,576"
AAPL,,Common Stock,11/18/2024,S,D,"75,000",228.66,"4,209,576"
AAPL,,Common Stock,11/19/2024,S,D,"50,000",229.28,"4,159,576"
AAPL,,Common Stock,,,,,,"56,000"
AAPL,COO,Common Stock(1),12/16/2024,S,D,"13,925",248.61,"476,019"
AAPL,COO,Common Stock(1),12/16/2024,S,D,"34,752",249.5,"441,267"
AAPL,COO,Common Stock(1),12/16/2024,S,D,"42,939",250.58,"398,328"
AAPL,COO,Common Stock(1),12/16/2024,S,D,"8,384",251.1,"389,944"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/01/2024,S(1),D,"3,500",189.25,"503,753"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,576.468"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/15/2024,M,A,"13,753",0,"517,506"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/15/2024,S(1),D,"1,900",174.7332,"515,606"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/15/2024,S(1),D,"3,102",175.4903,"512,504"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/15/2024,S(1),D,500,176.184,"512,004"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,578.357"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,M,A,"2,340",0,"122,120"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,M,A,360,0,"122,480"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,M,A,"2,772",0,"125,252"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"1,100",180.294,"124,152"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(3),D,389,180.4479,"123,763"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(3),D,594,181.3973,"123,169"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"1,400",181.4007,"121,769"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(3),D,108,182.065,"121,661"
AMZN,Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,200,182.195,"121,461"
AMZN,Vice President,"Common Stock, par value $.01  per share",,,,,,"2,655.72"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",08/21/2024,M,A,"11,360",0,"70,860"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",08/21/2024,M,A,"3,240",0,"74,100"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"4,782",180.264,"69,318"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"3,676",181.3505,"65,642"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"1,032",182.0703,"64,610"
AMZN,Senior Vice President and CFO,"Common Stock, par value $.01  per share",08/21/2024,M,A,"11,360",0,"60,360"
AMZN,Senior Vice President and CFO,"Common Stock, par value $.01  per share",08/21/2024,M,A,"3,240",0,"63,600"
AMZN,Senior Vice President and CFO,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"14,600",180,"49,000"
AMZN,Senior Vice President and CFO,"Common Stock, par value $.01  per share",,,,,,"1,561.501"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"3,025",179.5751,"12,235"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"5,647",180.5094,"6,588"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"6,050",181.4588,538
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,538,182.2157,0
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01 per share (RSUs)",,,,,,"364,521"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",,,,,,887.52
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/21/2024,M,A,"12,660",0,"524,664"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/21/2024,M,A,"2,600",0,"527,264"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"2,128",180.5731,"525,136"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"3,472",181.4435,"521,664"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,504,182.1754,"521,160"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,578.357"
AMZN,President and CEO,"Common Stock, par value $.01  per share",08/21/2024,M,A,"20,000",0,"2,045,358"
AMZN,President and CEO,"Common Stock, par value $.01  per share",08/21/2024,M,A,"31,960",0,"2,077,318"
AMZN,President and CEO,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"4,148",179.5742,"2,073,170"
AMZN,President and CEO,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"6,223",180.3837,"2,066,947"
AMZN,President and CEO,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,"9,523",181.4165,"2,057,424"
AMZN,President and CEO,"Common Stock, par value $.01  per share",08/21/2024,S(1),D,890,182.1103,"2,056,534"
AMZN,President and CEO,"Common Stock, par value $.01  per share",,,,,,"65,500"
AMZN,President and CEO,"Common Stock, par value $.01  per share",,,,,,"9,895.446"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",08/28/2024,G(1),D,"293,646",0,"927,736,253"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",08/29/2024,G(1),D,"261,739",0,"927,474,514"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",09/03/2024,S(1),D,"3,500",177.87,"517,660"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,578.357"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",09/24/2024,S(1),D,"2,190",195,"62,420"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",10/01/2024,S(1),D,"3,500",184.8,"514,160"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,580.083"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/01/2024,S(1),D,"1,068,452",200.0657,"926,406,062"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/01/2024,S(1),D,"3,500",198.96,"510,660"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,581.715"
AMZN,,"Common Stock, par value $.01  per share",11/01/2024,S(1),D,"5,004",199.85,"99,396"
AMZN,,"Common Stock, par value $.01  per share",11/04/2024,S(1),D,900,196.37,"3,860"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/06/2024,S(1),D,"1,759,942",200.3935,"924,646,120"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/06/2024,S(1),D,"618,801",201.3303,"924,027,319"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/06/2024,S(1),D,"474,608",202.35,"923,552,711"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/06/2024,S(1),D,"143,011",203.2023,"923,409,700"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/07/2024,S(1),D,"214,327",207.6637,"923,195,373"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/07/2024,S(1),D,"139,475",208.7575,"923,055,898"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/07/2024,S(1),D,"1,807,570",209.8438,"921,248,328"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/07/2024,S(1),D,"661,403",210.7096,"920,586,925"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/07/2024,S(1),D,"173,587",211.5625,"920,413,338"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/08/2024,S(1),D,"779,417",208.1768,"919,633,921"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/08/2024,S(1),D,"1,966,340",209.0134,"917,667,581"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/08/2024,S(1),D,"250,605",209.6346,"917,416,976"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/11/2024,S(1),D,"1,613,353",206.2804,"915,803,623"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/11/2024,S(1),D,"1,010,275",206.8678,"914,793,348"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/11/2024,S(1),D,"241,951",208.1669,"914,551,397"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/11/2024,S(1),D,"129,103",208.9932,"914,422,294"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/11/2024,S(1),D,"1,680",209.65,"914,420,614"
AMZN,,"Common Stock, par value $.01  per share",11/07/2024,S(1),D,"4,766",209.85,"94,630"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/12/2024,S(1),D,"1,028,919",206.4982,"913,391,695"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/12/2024,S(1),D,"669,071",207.5692,"912,722,624"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/12/2024,S(1),D,"1,145,189",208.5785,"911,577,435"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/12/2024,S(1),D,"153,183",209.2077,"911,424,252"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/13/2024,S(1),D,"68,195",210.0126,"911,356,057"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/13/2024,S(1),D,"143,606",210.9248,"911,212,451"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/13/2024,S(1),D,"53,019",212.0361,"911,159,432"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/13/2024,S(1),D,"39,538",212.7137,"911,119,894"
AMZN,,"Common Stock, par value $.01  per share",11/15/2024,M,A,"1,900",0,"6,180"
AMZN,,"Common Stock, par value $.01  per share",11/15/2024,M,A,"2,605",0,"6,465"
AMZN,,"Common Stock, par value $.01  per share",11/15/2024,M,A,"2,473",0,"26,149"
AMZN,,"Common Stock, par value $.01  per share",11/19/2024,S(1),D,"1,237",199.06,"24,912"
AMZN,,"Common Stock, par value $.01  per share",11/15/2024,M,A,"2,473",0,"97,103"
AMZN,,"Common Stock, par value $.01  per share",11/15/2024,M,A,"2,473",0,"51,166"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/15/2024,G(1),D,"4,950",0,"57,470"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/15/2024,M,A,"13,753",0,"524,413"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/15/2024,S(1),D,"2,302",204.9946,"522,111"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/15/2024,S(1),D,"1,200",205.7475,"520,911"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/15/2024,S(1),D,"2,000",206.78,"518,911"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,581.715"
AMZN,,"Common Stock, par value $.01  per share",,,,,,334
AMZN,,"Common Stock, par value $.01  per share",11/15/2024,M,A,"2,605",0,"15,005"
AMZN,,"Common Stock, par value $.01  per share",,,,,,"1,250"
AMZN,,"Common Stock, par value $.01  per share",,,,,,27
AMZN,,"Common Stock, par value $.01  per share",12/04/2024,S(1),D,"4,549",219.85,"92,554"
AMZN,,"Common Stock, par value $.01  per share",12/09/2024,S(1),D,"4,351",229.85,"88,203"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/19/2024,G(1),D,"1,339,193",0,"909,780,701"
AMZN,Executive Chair,"Common Stock, par value $.01  per share",11/20/2024,G(1),D,"70,806",0,"909,709,895"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,M,A,"20,000",0,"2,076,534"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,M,A,"31,960",0,"2,108,494"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,622,196.455,"2,107,872"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"1,127",197.4142,"2,106,745"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"3,352",198.4933,"2,103,393"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"1,182",199.7573,"2,102,211"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"9,252",200.6198,"2,092,959"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"4,149",201.2717,"2,088,810"
AMZN,President and CEO,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"1,100",202.7445,"2,087,710"
AMZN,President and CEO,"Common Stock, par value $.01  per share",,,,,,"65,500"
AMZN,President and CEO,"Common Stock, par value $.01  per share",,,,,,"9,900.358"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,M,A,"2,360",0,"123,821"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,M,A,340,0,"124,161"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,M,A,"2,772",0,"126,933"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,664,198.7358,"126,269"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(3),D,268,198.7358,"126,001"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,855,200.2,"125,146"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(3),D,345,200.2,"124,801"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"1,039",200.9242,"123,762"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(3),D,420,200.9242,"123,342"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,142,202.4,"123,200"
AMZN,Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(3),D,58,202.4,"123,142"
AMZN,Vice President,"Common Stock, par value $.01  per share",,,,,,"2,655.72"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,M,A,"11,360",0,"68,830"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,M,A,"3,240",0,"72,070"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,121,196.4583,"71,949"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,945,197.5193,"71,004"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"1,716",198.5841,"69,288"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,727,199.7196,"68,561"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"5,075",200.6163,"63,486"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"2,346",201.2371,"61,140"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,550,202.5915,"60,590"
AMZN,Senior Vice President,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,200,203.06,"60,390"
AMZN,Senior Vice President and CFO,"Common Stock, par value $.01  per share",11/21/2024,M,A,"11,360",0,"60,360"
AMZN,Senior Vice President and CFO,"Common Stock, par value $.01  per share",11/21/2024,M,A,"3,240",0,"63,600"
AMZN,Senior Vice President and CFO,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"14,600",202.88,"49,000"
AMZN,Senior Vice President and CFO,"Common Stock, par value $.01  per share",,,,,,"1,561.501"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/21/2024,M,A,"12,660",0,"531,571"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/21/2024,M,A,"2,600",0,"534,171"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"1,511",198.687,"532,660"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,890,199.8397,"531,770"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"3,077",200.7201,"528,693"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,526,201.5578,"528,167"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,100,202.8,"528,067"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,581.715"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",12/02/2024,S(1),D,"3,500",210,"524,567"
AMZN,CEO Worldwide Amazon Stores,"Common Stock, par value $.01  per share",,,,,,"6,581.715"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,184,196.3064,"15,076"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"1,181",197.528,"13,895"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"2,389",198.5981,"11,506"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"3,759",200.2409,"7,747"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,"6,471",200.9776,"1,276"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,972,201.7213,304
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",11/21/2024,S(1),D,304,202.8684,0
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01 per share (RSUs)",,,,,,"349,261"
AMZN,CEO Amazon Web Services,"Common Stock, par value $.01  per share",,,,,,887.52
GOOGL,"SVP, Chief Business Officer",Class C Capital Stock,07/26/2024,G,D,485,0,"600,191"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(1),,,,,,"26,349"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(2),,,,,,"108,255"
GOOGL,"SVP, Chief Business Officer",Class C Google Stock Units(3),,,,,,"120,886"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,07/26/2024,C(1),A,"1,366",0,"32,016"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),07/26/2024,C(1),D,"1,366",0,"20,696"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),07/26/2024,F(3),D,"1,392",174.37,"19,304"
GOOGL,"VP, Chief Accounting Officer",Class A Common Stock,,,,,,"8,940"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(4),,,,,,"24,321"
GOOGL,"President, CFO",Class C Capital Stock,07/27/2023,G,D,"10,000",0,"1,800,659"
GOOGL,"President, CFO",Class C Capital Stock,05/07/2024,G,D,"10,000",0,"1,790,659"
GOOGL,"President, CFO",Class C Capital Stock,07/30/2024,G,D,"200,000",0,"1,590,659"
GOOGL,"President, CFO",Class C Capital Stock,07/30/2024,G,A,"200,000",0,"200,000"
GOOGL,"President, CFO",Class C Capital Stock,,,,,,"120,000"
GOOGL,"President, CFO",Class C Google Stock Units(3),,,,,,"94,607"
GOOGL,"President, CFO",Class C Google Stock Units(4),,,,,,"20,624"
GOOGL,"President, CFO",Class C Google Stock Units(5),,,,,,"84,721"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,08/02/2024,S,D,682,168,"31,334"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(1),,,,,,"19,304"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),,,,,,"24,321"
GOOGL,"VP, Chief Accounting Officer",Class A Common Stock,,,,,,"8,940"
GOOGL,Chief Executive Officer,Class C Capital Stock,08/07/2024,S,D,"5,905",160.7987,"2,198,980"
GOOGL,Chief Executive Officer,Class C Capital Stock,08/07/2024,S,D,"3,956",161.6492,"2,195,024"
GOOGL,Chief Executive Officer,Class C Capital Stock,08/07/2024,S,D,"7,364",162.8704,"2,187,660"
GOOGL,Chief Executive Officer,Class C Capital Stock,08/07/2024,S,D,"4,975",163.8249,"2,182,685"
GOOGL,Chief Executive Officer,Class C Capital Stock,08/07/2024,S,D,300,164.55,"2,182,385"
GOOGL,Chief Executive Officer,Class C Google Stock Units(5),,,,,,"446,786"
GOOGL,Chief Executive Officer,Class A Common Stock,,,,,,"227,560"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(1),08/07/2024,A,A,"71,900",0,"71,900"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(2),08/07/2024,A,A,"93,305",0,"93,305"
GOOGL,"SVP, Chief Financial Officer",Class C Google Stock Units(3),08/07/2024,A,A,"32,931",0,"32,931"
GOOGL,,Class C Capital Stock,08/12/2024,G,D,"2,366",0,0
GOOGL,,Class C Capital Stock,08/12/2024,G,A,"2,366",0,"6,093"
GOOGL,,Class A Common Stock,08/12/2024,S,D,402,162.6166,"30,422"
GOOGL,,Class A Common Stock,08/12/2024,S,D,382,163.3983,"30,040"
GOOGL,,Class A Common Stock,08/12/2024,S,D,16,164.459,"30,024"
GOOGL,,Class C Google Stock Units(4),,,,,,921
GOOGL,,Class C Google Stock Units(5),,,,,,"2,142"
GOOGL,,Class C Google Stock Units(6),,,,,,"2,962"
GOOGL,,Class C Google Stock Units(7),,,,,,"2,732"
GOOGL,Senior Vice President,Class C Capital Stock,08/15/2024,S,D,"14,999",162.0288,"331,468"
GOOGL,Senior Vice President,Class C Capital Stock,08/15/2024,S,D,"19,258",163.0464,"312,210"
GOOGL,Senior Vice President,Class C Capital Stock,,,,,,9
GOOGL,Senior Vice President,Class C Google Stock Units(3),,,,,,"26,349"
GOOGL,Senior Vice President,Class C Google Stock Units(4),,,,,,"108,255"
GOOGL,Senior Vice President,Class C Google Stock Units(5),,,,,,"120,886"
GOOGL,,Class A Common Stock,08/16/2024,S,D,700,165,"29,324"
GOOGL,,Class C Capital Stock,,,,,,"6,093"
GOOGL,,Class C Google Stock Units(1),,,,,,921
GOOGL,,Class C Google Stock Units(2),,,,,,"2,142"
GOOGL,,Class C Google Stock Units(3),,,,,,"2,962"
GOOGL,,Class C Google Stock Units(4),,,,,,"2,732"
GOOGL,Chief Executive Officer,Class C Capital Stock,08/21/2024,S,D,"16,211",167.497,"2,166,174"
GOOGL,Chief Executive Officer,Class C Capital Stock,08/21/2024,S,D,"6,289",168.0947,"2,159,885"
GOOGL,Chief Executive Officer,Class A Common Stock,,,,,,"227,560"
GOOGL,Chief Executive Officer,Class C Google Stock Units(3),,,,,,"446,786"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,08/25/2024,C(1),A,"1,365",0,"32,699"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),08/25/2024,C(1),D,"1,365",0,"17,939"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),08/25/2024,F(3),D,"1,392",167.43,"16,547"
GOOGL,"VP, Chief Accounting Officer",Class A Common Stock,,,,,,"8,940"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(4),,,,,,"24,321"
GOOGL,"VP, Chief Accounting Officer",Class C Capital Stock,09/03/2024,S,D,682,160.44,"32,017"
GOOGL,"VP, Chief Accounting Officer",Class A Common Stock,,,,,,"8,940"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(1),,,,,,"16,547"
GOOGL,"VP, Chief Accounting Officer",Class C Google Stock Units(2),,,,,,"24,321"
GOOGL,Chief Executive Officer,Class C Capital Stock,09/04/2024,S,D,"11,654",158.139,"2,148,231"
GOOGL,Chief Executive Officer,Class C Capital Stock,09/04/2024,S,D,"7,646",159.0085,"2,140,585"
